     Total   Exclusive  Set shared  Filename
 196.00KiB   196.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libswscale5-4.2.1-pm151.2.5.9.x86_64.rpm
 104.00KiB   104.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavresample4-4.2.1-pm151.2.5.9.x86_64.rpm
  96.00KiB    96.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libpostproc55-4.2.1-pm151.2.5.9.x86_64.rpm
  96.00KiB    96.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libpostproc54-3.4.5-pm151.4.9.x86_64.rpm
 192.00KiB   192.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libswscale4-3.4.5-pm151.4.9.x86_64.rpm
 104.00KiB   104.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavresample3-3.4.5-pm151.4.9.x86_64.rpm
 104.00KiB   104.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libswresample2-3.4.5-pm151.4.9.x86_64.rpm
  88.00KiB    88.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/x265-3.4-pm151.1.1.x86_64.rpm
 168.00KiB   168.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libgstgl-1_0-0-1.12.5-pm151.4.14.x86_64.rpm
  56.00KiB    56.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libgstbadvideo-1_0-0-1.12.5-pm151.4.14.x86_64.rpm
  48.00KiB    48.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libgstbadaudio-1_0-0-1.12.5-pm151.4.14.x86_64.rpm
  72.00KiB    72.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libgstadaptivedemux-1_0-0-1.12.5-pm151.4.14.x86_64.rpm
 104.00KiB   104.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/gstreamer-plugins-ugly-orig-addon-1.12.5-pm151.3.10.x86_64.rpm
  28.00KiB    28.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libxine2-pulse-1.2.10-pm151.160.1.x86_64.rpm
 140.00KiB   140.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/sox-14.4.2-pm151.5.8.x86_64.rpm
   4.23MiB     4.23MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavcodec58-4.2.1-pm151.2.5.9.x86_64.rpm
   3.99MiB     3.99MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavcodec57-3.4.5-pm151.4.9.x86_64.rpm
 932.00KiB   932.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavformat58-4.2.1-pm151.2.5.9.x86_64.rpm
 880.00KiB   880.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavformat57-3.4.5-pm151.4.9.x86_64.rpm
 992.00KiB   992.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavfilter7-4.2.1-pm151.2.5.9.x86_64.rpm
 836.00KiB   836.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavfilter6-3.4.5-pm151.4.9.x86_64.rpm
 464.00KiB   464.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libvlccore9-3.0.11.1-pm151.6.11.1.x86_64.rpm
 368.00KiB   368.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libxine2-codecs-1.2.10-pm151.160.1.x86_64.rpm
 112.00KiB   112.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavdevice58-4.2.1-pm151.2.5.9.x86_64.rpm
 108.00KiB   108.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libavdevice57-3.4.5-pm151.4.9.x86_64.rpm
 164.00KiB   164.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/gstreamer-plugins-libav-1.12.5-pm151.5.5.x86_64.rpm
 104.00KiB   104.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libvlc5-3.0.11.1-pm151.6.11.1.x86_64.rpm
   1.61MiB     1.61MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/ffmpeg-3-3.4.5-pm151.4.9.x86_64.rpm
   2.71MiB     2.71MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/libgpac10-1.0.0-pm151.1.1.x86_64.rpm
   3.51MiB     3.51MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-noX-3.0.11.1-pm151.6.11.1.x86_64.rpm
  80.00KiB    80.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/x264-0.160+git20200702.cde9a933-pm151.1.2.x86_64.rpm
   1.05MiB     1.05MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-qt-3.0.11.1-pm151.6.11.1.x86_64.rpm
 672.00KiB   672.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-3.0.11.1-pm151.6.11.1.x86_64.rpm
  68.00KiB    68.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-codec-gstreamer-3.0.11.1-pm151.6.11.1.x86_64.rpm
  84.00KiB    84.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-codecs-3.0.11.1-pm151.6.11.1.x86_64.rpm
  84.00KiB    84.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-vdpau-3.0.11.1-pm151.6.11.1.x86_64.rpm
  68.00KiB    68.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/vlc-opencv-3.0.11.1-pm151.6.11.1.x86_64.rpm
   1.43MiB     1.43MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/gstreamer-plugins-bad-1.12.5-pm151.4.14.x86_64.rpm
 204.00KiB   204.00KiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64/gstreamer-plugins-bad-orig-addon-1.12.5-pm151.4.14.x86_64.rpm
  33.07MiB    33.07MiB           -  /var/cache/zypp/packages/packman/Essentials/x86_64
  44.00KiB    44.00KiB           -  /var/cache/zypp/packages/packman/Essentials/noarch/gstreamer-plugins-ugly-lang-1.12.5-pm151.3.10.noarch.rpm
  64.00KiB    64.00KiB           -  /var/cache/zypp/packages/packman/Essentials/noarch/gstreamer-plugins-bad-lang-1.12.5-pm151.4.14.noarch.rpm
 108.00KiB   108.00KiB           -  /var/cache/zypp/packages/packman/Essentials/noarch
  33.18MiB    33.18MiB           -  /var/cache/zypp/packages/packman/Essentials
  24.00KiB    24.00KiB           -  /var/cache/zypp/packages/packman/Multimedia/noarch/youtube-dl-bash-completion-2020.09.20-pm151.1.1.noarch.rpm
   1.65MiB     1.65MiB           -  /var/cache/zypp/packages/packman/Multimedia/noarch/youtube-dl-2020.09.20-pm151.1.1.noarch.rpm
   1.68MiB     1.68MiB           -  /var/cache/zypp/packages/packman/Multimedia/noarch
   1.68MiB     1.68MiB           -  /var/cache/zypp/packages/packman/Multimedia
 232.00KiB   232.00KiB           -  /var/cache/zypp/packages/packman/Extra/noarch/smplayer-skins-15.2.0-pm151.2.1.noarch.rpm
 232.00KiB   232.00KiB           -  /var/cache/zypp/packages/packman/Extra/noarch
 232.00KiB   232.00KiB           -  /var/cache/zypp/packages/packman/Extra
   1.45MiB     1.45MiB           -  /var/cache/zypp/packages/packman/Games/x86_64/crafty-23.4-pm151.1.11.x86_64.rpm
   1.34MiB     1.34MiB           -  /var/cache/zypp/packages/packman/Games/x86_64/xboard-4.9.1-pm151.6.5.x86_64.rpm
   2.79MiB     2.79MiB           -  /var/cache/zypp/packages/packman/Games/x86_64
   2.79MiB     2.79MiB           -  /var/cache/zypp/packages/packman/Games
  37.87MiB    37.87MiB           -  /var/cache/zypp/packages/packman
     0.00B       0.00B           -  /var/cache/zypp/packages/NVIDIA/x86_64
     0.00B       0.00B           -  /var/cache/zypp/packages/NVIDIA
     0.00B       0.00B           -  /var/cache/zypp/packages/http-download.opensuse.org-8418e308/x86_64
     0.00B       0.00B           -  /var/cache/zypp/packages/http-download.opensuse.org-8418e308
  88.00KiB    88.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/gettext-its-gtk3-3.22.30-lp151.6.9.1.x86_64.rpm
   1.80MiB     1.80MiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/glibc-2.26-lp151.19.19.1.x86_64.rpm
   1.39MiB     1.39MiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/glibc-32bit-2.26-lp151.19.19.1.x86_64.rpm
  32.00KiB    32.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libGraphicsMagick3-config-1.3.29-lp151.4.20.1.x86_64.rpm
 124.00KiB   124.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libOSMesa-devel-18.3.2-lp151.23.11.1.x86_64.rpm
  36.00KiB    36.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libstdc++6-pp-gcc10-10.2.1+git583-lp151.2.2.x86_64.rpm
  16.00KiB    16.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/myspell-dictionaries-20191219-lp151.2.9.1.x86_64.rpm
 592.00KiB   592.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/shim-15+git47-lp151.2.11.1.x86_64.rpm
  56.00KiB    56.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/yast2-logs-4.1.79-lp151.2.22.1.x86_64.rpm
  60.00KiB    60.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/glibc-extra-2.26-lp151.19.19.1.x86_64.rpm
  60.00KiB    60.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libz1-32bit-1.2.11-lp151.5.9.1.x86_64.rpm
  56.00KiB    56.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libxcb1-32bit-1.13-lp151.4.3.1.x86_64.rpm
  52.00KiB    52.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libuuid1-32bit-2.33.1-lp151.3.6.1.x86_64.rpm
 216.00KiB   216.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libudev1-32bit-234-lp151.26.25.1.x86_64.rpm
 284.00KiB   284.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libsamba-errors0-32bit-4.9.5+git.373.26895a83dbf-lp151.2.33.1.x86_64.rpm
 240.00KiB   240.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libopenal1-32bit-1.17.2-lp151.5.3.1.x86_64.rpm
 120.00KiB   120.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libnettle6-32bit-3.4.1-lp151.2.3.2.x86_64.rpm
 148.00KiB   148.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libldb1-32bit-1.4.6-lp151.2.3.1.x86_64.rpm
 172.00KiB   172.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libldap-2_4-2-32bit-2.4.46-lp151.10.18.1.x86_64.rpm
 132.00KiB   132.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libjpeg8-32bit-8.1.2-lp151.6.6.1.x86_64.rpm
 248.00KiB   248.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgmp10-32bit-6.1.2-lp151.4.3.1.x86_64.rpm
 388.00KiB   388.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgcrypt20-32bit-1.8.2-lp151.9.25.1.x86_64.rpm
  80.00KiB    80.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libexif12-32bit-0.6.22-lp151.4.6.1.x86_64.rpm
  32.00KiB    32.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libcom_err2-32bit-1.43.8-lp151.5.18.1.x86_64.rpm
  36.00KiB    36.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libavahi-common3-32bit-0.7-lp151.2.3.1.x86_64.rpm
  48.00KiB    48.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libaudit1-32bit-2.8.1-lp151.5.3.1.x86_64.rpm
 384.00KiB   384.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libasound2-32bit-1.1.5-lp151.8.3.1.x86_64.rpm
  16.00KiB    16.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libX11-xcb1-32bit-1.6.5-lp151.4.9.1.x86_64.rpm
 204.00KiB   204.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/gstreamer-32bit-1.12.5-lp151.3.6.1.x86_64.rpm
  20.00KiB    20.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libstdc++6-pp-gcc10-32bit-10.2.1+git583-lp151.2.2.x86_64.rpm
 420.00KiB   420.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/timezone-2020a-lp151.2.12.1.x86_64.rpm
 276.00KiB   276.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/tcsh-6.20.00-lp151.3.12.1.x86_64.rpm
  40.00KiB    40.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/sysfsutils-2.1.0-lp151.3.3.1.x86_64.rpm
  68.00KiB    68.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/psmisc-23.0-lp151.7.4.1.x86_64.rpm
   1.28MiB     1.28MiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/perl-base-5.26.1-lp151.9.6.1.x86_64.rpm
  68.00KiB    68.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/openslp-2.0.0-lp151.7.9.1.x86_64.rpm
 384.00KiB   384.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/nasm-2.14.02-lp151.3.3.1.x86_64.rpm
 116.00KiB   116.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/mozilla-nspr-4.25-lp151.2.9.1.x86_64.rpm
  64.00KiB    64.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libz1-1.2.11-lp151.5.9.1.x86_64.rpm
  52.00KiB    52.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libxcb1-1.13-lp151.4.3.1.x86_64.rpm
 612.00KiB   612.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libvpx4-1.6.1-lp151.5.6.1.x86_64.rpm
  88.00KiB    88.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libuv1-1.18.0-lp151.3.3.1.x86_64.rpm
  52.00KiB    52.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libuuid1-2.33.1-lp151.3.6.1.x86_64.rpm
 140.00KiB   140.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libupnp6-1.6.25-lp151.3.3.1.x86_64.rpm
 212.00KiB   212.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libudev1-234-lp151.26.25.1.x86_64.rpm
 120.00KiB   120.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libsmartcols1-2.33.1-lp151.3.6.1.x86_64.rpm
  64.00KiB    64.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libschily1_0-3.02~a09-lp151.4.3.1.x86_64.rpm
 316.00KiB   316.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libsamba-errors0-4.9.5+git.373.26895a83dbf-lp151.2.33.1.x86_64.rpm
 160.00KiB   160.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libquadmath0-10.2.1+git583-lp151.2.2.x86_64.rpm
   1.14MiB     1.14MiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libpython3_6m1_0-3.6.10-lp151.6.24.1.x86_64.rpm
 836.00KiB   836.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libpython2_7-1_0-2.7.17-lp151.10.21.1.x86_64.rpm
 208.00KiB   208.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libopus0-1.3.1-lp151.3.6.1.x86_64.rpm
  60.00KiB    60.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libopeniscsiusr0_2_0-2.0.876-lp151.13.9.1.x86_64.rpm
 236.00KiB   236.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libopenal1-1.17.2-lp151.5.3.1.x86_64.rpm
 212.00KiB   212.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libnettle6-3.4.1-lp151.2.3.2.x86_64.rpm
  64.00KiB    64.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libmspack0-0.6-lp151.4.3.1.x86_64.rpm
 144.00KiB   144.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libldb1-1.4.6-lp151.2.3.1.x86_64.rpm
 164.00KiB   164.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libldap-2_4-2-2.4.46-lp151.10.18.1.x86_64.rpm
  56.00KiB    56.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libkpathsea6-6.2.3-lp151.12.6.1.x86_64.rpm
 124.00KiB   124.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libjpeg8-8.1.2-lp151.6.6.1.x86_64.rpm
 124.00KiB   124.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libjpeg62-62.2.0-lp151.6.6.1.x86_64.rpm
  40.00KiB    40.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libitm1-10.2.1+git583-lp151.2.2.x86_64.rpm
 144.00KiB   144.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgomp1-10.2.1+git583-lp151.2.2.x86_64.rpm
 276.00KiB   276.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgmp10-6.1.2-lp151.4.3.1.x86_64.rpm
 420.00KiB   420.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgcrypt20-1.8.2-lp151.9.25.1.x86_64.rpm
  64.00KiB    64.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgcc_s1-32bit-10.2.1+git583-lp151.2.2.x86_64.rpm
  56.00KiB    56.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libgcc_s1-10.2.1+git583-lp151.2.2.x86_64.rpm
 280.00KiB   280.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libfreebl3-3.53.1-lp151.2.26.1.x86_64.rpm
   1.39MiB     1.39MiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libfftw3-3-3.3.6-lp151.6.3.1.x86_64.rpm
 344.00KiB   344.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libexif12-0.6.22-lp151.4.6.1.x86_64.rpm
  96.00KiB    96.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libefivar1-37-lp151.2.6.1.x86_64.rpm
  20.00KiB    20.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libeditorconfig0-0.12.1-lp151.4.3.1.x86_64.rpm
  32.00KiB    32.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libcom_err2-1.43.8-lp151.5.18.1.x86_64.rpm
  92.00KiB    92.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libbsd0-0.8.7-lp151.3.3.1.x86_64.rpm
 112.00KiB   112.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libbluetooth3-5.48-lp151.8.12.1.x86_64.rpm
  36.00KiB    36.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libavahi-common3-0.7-lp151.2.3.1.x86_64.rpm
  48.00KiB    48.00KiB           -  /var/cache/zypp/packages/http-download.opensuse.org-f66d5dc3/x86_64/libaudit1-2.8.1-lp151.5.3.1.x86_64.rpm
